wall_clock,entity_id,seq,t_publish_ms,t_orion_ms,t_crate_ms,backlog_ms
1788200319.719,SynthZone:0043,20,1.0,86335.6,86340.8,5.2
1788200319.729,SynthZone:0016,20,1.3,86083.3,86087.0,3.7
1788200319.802,SynthZone:0056,20,1.6,87436.1,,
1788200320.114,SynthZone:0062,20,1.1,87464.5,,
1788200320.125,SynthZone:0049,20,1.3,85245.0,85250.0,5.0
1788200320.452,SynthZone:0064,20,0.4,87281.8,,
1788200321.568,SynthZone:0082,20,1.4,86156.4,,
1788200322.012,SynthZone:0081,20,1.5,86399.9,,
1788200322.838,SynthZone:0051,20,0.8,86118.0,,
1788200323.216,SynthZone:0100,20,1.4,86453.6,,
1788200323.225,SynthZone:0014,20,0.9,84980.5,84983.9,3.4
1788200324.446,SynthZone:0079,20,0.9,85358.9,,
